,Date,Close,RSI,MACD,Signal,MACD_Diff
0,2016-01-04,201.02000427246094,,,,
1,2016-01-05,201.36000061035156,,,,
2,2016-01-06,198.82000732421875,,,,
3,2016-01-07,194.0500030517578,,,,
4,2016-01-08,191.9199981689453,,,,
5,2016-01-11,192.11000061035156,,,,
6,2016-01-12,193.66000366210938,,,,
7,2016-01-13,188.8300018310547,,,,
8,2016-01-14,191.92999267578125,,,,
9,2016-01-15,187.80999755859375,,,,
10,2016-01-19,188.05999755859375,,,,
11,2016-01-20,185.64999389648438,,,,
12,2016-01-21,186.69000244140625,,,,
13,2016-01-22,190.52000427246094,39.48081768584055,,,
14,2016-01-25,187.63999938964844,34.406796297041964,,,
15,2016-01-26,190.1999969482422,41.592448102747404,,,
16,2016-01-27,188.1300048828125,37.970307893894834,,,
17,2016-01-28,189.11000061035156,40.60738835895489,,,
18,2016-01-29,193.72000122070312,51.132074293871256,,,
19,2016-02-01,193.64999389648438,50.98431985685399,,,
20,2016-02-02,190.16000366210938,44.137071902437526,,,
21,2016-02-03,191.3000030517578,46.657187295837495,,,
22,2016-02-04,191.60000610351562,47.33056866719116,,,
23,2016-02-05,187.9499969482422,40.61311802868858,,,
24,2016-02-08,185.4199981689453,36.72260168057974,,,
25,2016-02-09,185.42999267578125,36.74837903318226,-2.2130281959776426,,
26,2016-02-10,185.27000427246094,36.492107444819474,-2.355250770579687,,
27,2016-02-11,182.86000061035156,32.78334191084339,-2.6320892534067752,,
28,2016-02-12,186.6300048828125,42.609413418770046,-2.5182490999450238,,
29,2016-02-16,189.77999877929688,49.28096080735193,-2.149078536687682,,
30,2016-02-17,192.8800048828125,54.84430537471297,-1.588057482724821,,
31,2016-02-18,192.08999633789062,53.241541713911865,-1.1934341764203396,,
32,2016-02-19,192.0,53.05134104252261,-0.8778351779061779,,
33,2016-02-22,194.77999877929688,58.03812711227164,-0.39880090120152545,-1.484747135167111,1.0859462339655856
34,2016-02-23,192.32000732421875,52.70342624393855,-0.21518304092688822,-1.2308343163190667,1.0156512753921785
35,2016-02-24,193.1999969482422,54.32092019703378,0.0013279368847634032,-0.9844018656783007,0.9857298025630641
36,2016-02-25,195.5399932861328,58.39543824900385,0.35761028620555635,-0.7159994353015293,1.0736097215070857
37,2016-02-26,195.08999633789062,57.336264116127055,0.5967763556289754,-0.4534442771154284,1.0502206327444037
38,2016-02-29,193.55999755859375,53.76552181780531,0.6553051244284518,-0.2316943968066524,0.8869995212351042
39,2016-03-01,198.11000061035156,61.45360643176536,1.0566563391616626,0.025975750387010582,1.030680588774652
40,2016-03-02,199.0,62.75811388863264,1.4300607311990916,0.30679274654942684,1.1232679846496647
41,2016-03-03,199.77999877929688,63.91084605739821,1.7685391662583925,0.5991420304912201,1.1693971357671724
42,2016-03-04,200.42999267578125,64.8862270340359,2.0654258958248874,0.8923988035579535,1.173027092266934
43,2016-03-07,200.58999633789062,65.1360198097621,2.2872556667267077,1.1713701761917044,1.1158854905350033
44,2016-03-08,198.39999389648438,58.95419812837593,2.2602872791817674,1.389153596789717,0.8711336823920504
45,2016-03-09,199.3800048828125,60.7493972036927,2.2915774556080066,1.569638368553375,0.7219390870546316
46,2016-03-10,199.5399932861328,61.048903394467494,2.3027403159719313,1.7162587580370865,0.5864815579348448
47,2016-03-11,202.75999450683594,66.576797866885,2.5421102861026554,1.8814290636502005,0.660681222452455
48,2016-03-14,202.5,65.76522192579864,2.6799406406614423,2.041131379052449,0.6388092616089933
49,2016-03-15,202.1699981689453,64.6873614218694,2.731061819212698,2.179117467084499,0.5519443521281993
50,2016-03-16,203.33999633789062,66.76700660917834,2.8333240002816638,2.309958773723932,0.5233652265577318
51,2016-03-17,204.6300048828125,68.93903785518043,2.9840620146709966,2.444779421913345,0.5392825927576514
52,2016-03-18,204.3800048828125,68.01133264211302,3.0482121739256343,2.565465972315803,0.48274620160983117
53,2016-03-21,204.6699981689453,68.54018394201998,3.0868681770909916,2.6697464132708406,0.417121763820151
54,2016-03-22,204.55999755859375,68.08040256313252,3.0732012570689733,2.7504373820304675,0.3227638750385058
55,2016-03-23,203.2100067138672,62.5359780965414,2.919779742292093,2.7843058540827927,0.13547388820930006
56,2016-03-24,203.1199951171875,62.172411150387084,2.759123445312497,2.779269372328734,-0.020145927016236964
57,2016-03-28,203.24000549316406,62.48556508203104,2.611383602226198,2.7456922183082266,-0.13430861608202882
58,2016-03-29,205.1199951171875,67.08276969673634,2.6158443378815264,2.7197226422228864,-0.10387830434136003
59,2016-03-30,206.02000427246094,69.03885841668773,2.6613246264893746,2.708043039076184,-0.04671841258680942
60,2016-03-31,205.52000427246094,66.66860705710482,2.6267428055811024,2.691782992377168,-0.06504018679606549
